"practice_code","practice_name","icb_code","icb_name","region","list_size","survey_responses","imd_quintile","rural_urban","phone_difficult_n"
"JOO9885","Practice 1081","Q22","NHS Dorset ICB","North East",500,30,1,"Rural",7
"SUY2862","Practice 1082","Q92","NHS Cornwall ICB","South West",9756,132,5,"Urban",22
"JLH7870","Practice 1083","Q50","NHS Cornwall ICB","South West",6125,159,1,"Urban",38
"IDA3373","Practice 1084","Q50","NHS Devon ICB","East",7402,66,4,"Urban",25
"VRK8954","Practice 1085","Q35","NHS Devon ICB","South West",15217,274,5,"Rural",78
"HNG2537","Practice 1086","Q89","NHS Somerset ICB","South East",2910,291,4,"Urban",73
"SUC5028","Practice 1087","Q56","NHS Somerset ICB","South West",500,30,5,"Urban",9
"GHX2307","Practice 1088","Q22","NHS Dorset ICB","London",5856,282,1,"Urban",81
"ZUD6947","Practice 1089","Q66","NHS Cornwall ICB","North West",7279,198,5,"Rural",74
"WOD9866","Practice 1090","Q77","NHS Somerset ICB","South East",8367,205,5,"Urban",56
"PMS1346","Practice 1091","Q36","NHS Cornwall ICB","North West",5786,76,1,"Rural",22
"HRP6872","Practice 1092","Q43","NHS Devon ICB","South West",7598,393,4,"Urban",127
"WQF9225","Practice 1093","Q97","NHS Somerset ICB","London",14867,191,1,"Urban",72
"UVH9036","Practice 1094","Q97","NHS Cornwall ICB","South East",1048,249,5,"Urban",80
"PQI8006","Practice 1095","Q20","NHS Somerset ICB","South West",9932,219,3,"Urban",62
"UHJ7416","Practice 1096","Q29","NHS Cornwall ICB","Midlands",7434,143,3,"Rural",57
"KKZ5995","Practice 1097","Q77","NHS Devon ICB","North West",14870,52,3,"Urban",
"YGC5103","Practice 1098","Q20","NHS Dorset ICB","South West",7998,364,3,"Rural",113
"JFU6981","Practice 1099","Q83","NHS Devon ICB","Midlands",1110,308,2,"Rural",159
"TZW4995","Practice 1100","Q92","NHS Somerset ICB","South West",10227,213,3,"Urban",71
"RCA9420","Practice 1101","Q56","NHS Devon ICB","North West",7589,187,1,"Urban",85
"PAR4890","Practice 1102","Q69","NHS Dorset ICB","South West",2465,229,3,"Urban",60
"HZG6890","Practice 1103","Q50","NHS Dorset ICB","East",6640,227,5,"Urban",48
"UFF3323","Practice 1104","Q66","NHS Dorset ICB","North West",11047,118,1,"Urban",45
"ESU2590","Practice 1105","Q66","NHS Somerset ICB","East",7831,341,3,"Rural",61
"WSL4846","Practice 1106","Q20","NHS Cornwall ICB","South West",12639,168,1,"Urban",36
"ZNM4052","Practice 1107","Q92","NHS Dorset ICB","Midlands",10140,166,3,"Rural",
"RBU1353","Practice 1108","Q83","NHS Devon ICB","Midlands",6051,331,4,"Urban",141
"OLJ5274","Practice 1109","Q62","NHS Dorset ICB","East",12852,238,2,"Rural",82
"BIT3556","Practice 1110","Q77","NHS Devon ICB","North West",10036,86,3,"Urban",30
"WVM7988","Practice 1111","Q56","NHS Dorset ICB","London",9314,207,3,"Urban",78
"ANM1463","Practice 1112","Q56","NHS Dorset ICB","London",12929,375,4,"Urban",143
"JNH8293","Practice 1113","Q50","NHS Somerset ICB","South West",1437,151,2,"Urban",49
"VGP8425","Practice 1114","Q31","NHS Devon ICB","South West",13178,167,3,"Urban",54
"IDX5723","Practice 1115","Q31","NHS Devon ICB","East",8445,217,5,"Urban",97
"AEE9136","Practice 1116","Q62","NHS Cornwall ICB","East",12429,136,4,"Rural",50
"QQK9484","Practice 1117","Q50","NHS Cornwall ICB","North East",8567,237,1,"Urban",74
"MZO1563","Practice 1118","Q35","NHS Devon ICB","Midlands",8734,143,2,"Rural",67
"FSH7098","Practice 1119","Q35","NHS Devon ICB","Midlands",9683,138,3,"Urban",55
"LMM6069","Practice 1120","Q66","NHS Cornwall ICB","Midlands",9923,195,3,"Urban",86
"SWM9084","Practice 1121","Q77","NHS Devon ICB","Midlands",10128,135,1,"Urban",39
"ARE3969","Practice 1122","Q89","NHS Devon ICB","North East",2817,170,2,"Urban",69
"KJU9243","Practice 1123","Q90","NHS Dorset ICB","Midlands",7809,86,3,"Urban",26
"PGK4567","Practice 1124","Q83","NHS Cornwall ICB","South West",6423,78,1,"Rural",18
"NBG7072","Practice 1125","Q35","NHS Cornwall ICB","North East",11652,67,1,"Urban",27
"SJZ3711","Practice 1126","Q83","NHS Somerset ICB","North West",8247,30,4,"Rural",14
"UNH6365","Practice 1127","Q43","NHS Dorset ICB","London",5853,301,4,"Urban",93
"WHF1399","Practice 1128","Q66","NHS Devon ICB","Midlands",14386,307,3,"Urban",122
"EDN7570","Practice 1129","Q77","NHS Cornwall ICB","East",4963,212,4,"Urban",82
"HDE9425","Practice 1130","Q31","NHS Devon ICB","East",8818,93,2,"Rural",31
"UDA6305","Practice 1131","Q69","NHS Cornwall ICB","London",9157,204,5,"Urban",44
"SQW4964","Practice 1132","Q31","NHS Cornwall ICB","London",11241,44,5,"Rural",18
"PCO6723","Practice 1133","Q50","NHS Dorset ICB","East",7559,232,1,"Urban",105
"LZY3314","Practice 1134","Q90","NHS Dorset ICB","Midlands",10423,193,5,"Rural",65
"OZH5280","Practice 1135","Q35","NHS Dorset ICB","London",4367,113,4,"Urban",25
"GXW2646","Practice 1136","Q90","NHS Devon ICB","London",14653,452,3,"Urban",172
"AAE4236","Practice 1137","Q68","NHS Cornwall ICB","South East",12832,206,1,"Urban",97
"XQH1507","Practice 1138","Q77","NHS Devon ICB","North East",4997,296,5,"Urban",100
"OSU3542","Practice 1139","Q94","NHS Somerset ICB","South West",8893,202,1,"Urban",78
"HLA2747","Practice 1140","Q43","NHS Devon ICB","London",658,78,2,"Urban",28
"FEC6472","Practice 1141","Q31","NHS Dorset ICB","North East",13178,276,4,"Urban",108
"KLU5940","Practice 1142","Q56","NHS Somerset ICB","East",7083,177,3,"Urban",45
"BOY5835","Practice 1143","Q56","NHS Cornwall ICB","South West",8455,289,1,"Rural",122
"ACF6836","Practice 1144","Q56","NHS Cornwall ICB","North East",5155,213,1,"Urban",72
"TDV6921","Practice 1145","Q43","NHS Devon ICB","North West",2237,300,2,"Urban",116
"EPQ2843","Practice 1146","Q89","NHS Cornwall ICB","South East",2164,233,4,"Urban",94
"EDF4692","Practice 1147","Q22","NHS Somerset ICB","London",8366,134,3,"Urban",32
"KFK9564","Practice 1148","Q50","NHS Dorset ICB","South West",3500,133,4,"Urban",42
"QDW9694","Practice 1149","Q68","NHS Devon ICB","South West",2445,198,3,"Urban",94
"QRE7324","Practice 1150","Q62","NHS Cornwall ICB","London",17419,146,2,"Rural",70
"QKT9688","Practice 1151","Q89","NHS Dorset ICB","North West",7069,164,5,"Urban",56
"WUP7834","Practice 1152","Q97","NHS Devon ICB","London",8657,206,3,"Urban",52
"ZNH5869","Practice 1153","Q43","NHS Devon ICB","London",6158,219,2,"Urban",73
"YER9656","Practice 1154","Q50","NHS Somerset ICB","North West",9127,112,3,"Urban",43
"YGG8779","Practice 1155","Q83","NHS Dorset ICB","South West",13625,165,3,"Urban",67
"SAR6896","Practice 1156","Q90","NHS Devon ICB","North West",5267,96,3,"Rural",43
"MQO7564","Practice 1157","Q89","NHS Devon ICB","East",7023,287,3,"Urban",125
"RBM5091","Practice 1158","Q68","NHS Cornwall ICB","North West",3178,257,1,"Urban",145
"JMZ5459","Practice 1159","Q89","NHS Dorset ICB","London",6344,88,4,"Urban",32
"COC1893","Practice 1160","Q89","NHS Somerset ICB","North West",8982,520,5,"Rural",85
"QBV1396","Practice 1161","Q77","NHS Devon ICB","Midlands",11390,284,2,"Urban",150
"UPG5720","Practice 1162","Q69","NHS Devon ICB","North West",4416,320,4,"Urban",101
"JYO4995","Practice 1163","Q36","NHS Somerset ICB","London",6284,281,5,"Urban",93
"AKD7361","Practice 1164","Q77","NHS Dorset ICB","North West",5256,206,3,"Urban",71
"KSO2952","Practice 1165","Q68","NHS Somerset ICB","South East",7633,126,5,"Urban",32
"MTW2944","Practice 1166","Q29","NHS Somerset ICB","North West",10389,212,4,"Urban",52
"NKN1659","Practice 1167","Q92","NHS Somerset ICB","London",12411,114,5,"Urban",
"MTA3271","Practice 1168","Q97","NHS Dorset ICB","North East",8235,349,5,"Urban",90
"GXN7929","Practice 1169","Q94","NHS Somerset ICB","North West",4029,166,1,"Urban",77
"HTQ6234","Practice 1170","Q90","NHS Somerset ICB","North West",9454,328,1,"Urban",
"DQO5226","Practice 1171","Q20","NHS Cornwall ICB","North East",16933,343,1,"Rural",
"NQZ9630","Practice 1172","Q92","NHS Dorset ICB","North East",5822,30,1,"Urban",14
"EHP8076","Practice 1173","Q66","NHS Dorset ICB","Midlands",10317,30,2,"Rural",14
"YUN9793","Practice 1174","Q83","NHS Cornwall ICB","East",6465,181,5,"Urban",64
"TQE2455","Practice 1175","Q43","NHS Devon ICB","South West",11262,76,1,"Rural",23
"SYF5714","Practice 1176","Q97","NHS Devon ICB","London",12432,125,2,"Urban",47
"WGL6815","Practice 1177","Q56","NHS Cornwall ICB","Midlands",8769,220,4,"Urban",
"NUY8892","Practice 1178","Q36","NHS Somerset ICB","South West",6561,89,2,"Rural",37
"STU8329","Practice 1179","Q89","NHS Somerset ICB","North West",6562,295,5,"Urban",62
"OJX3330","Practice 1180","Q90","NHS Cornwall ICB","South West",9224,162,4,"Urban",40
"YUU2668","Practice 1181","Q62","NHS Somerset ICB","East",6081,149,2,"Urban",66
"PRK7930","Practice 1182","Q31","NHS Dorset ICB","East",6407,95,3,"Rural",26
"CYM4212","Practice 1183","Q31","NHS Devon ICB","South West",5606,209,2,"Urban",78
"BCF8936","Practice 1184","Q31","NHS Cornwall ICB","South West",10882,175,3,"Urban",24
"FUU3366","Practice 1185","Q83","NHS Somerset ICB","South West",500,169,5,"Rural",28
"GTR1671","Practice 1186","Q36","NHS Somerset ICB","South East",9844,177,1,"Urban",76
"JJG7511","Practice 1187","Q56","NHS Dorset ICB","South East",10878,177,3,"Rural",63
"MVS4809","Practice 1188","Q20","NHS Cornwall ICB","North West",8310,209,3,"Rural",84
"JPN1997","Practice 1189","Q29","NHS Cornwall ICB","East",4231,83,5,"Urban",26
"JRY3888","Practice 1190","Q69","NHS Dorset ICB","North East",15495,448,3,"Urban",155
"COQ3423","Practice 1191","Q97","NHS Cornwall ICB","East",8453,309,3,"Urban",68
"XGG2015","Practice 1192","Q83","NHS Cornwall ICB","North West",6624,301,5,"Urban",99
"YZU1107","Practice 1193","Q29","NHS Dorset ICB","North West",500,157,3,"Urban",78
"TIN1836","Practice 1194","Q20","NHS Cornwall ICB","South West",5097,260,5,"Urban",72
"QKG7010","Practice 1195","Q97","NHS Dorset ICB","North East",11341,390,1,"Urban",121
"RQD2111","Practice 1196","Q22","NHS Devon ICB","Midlands",9660,170,5,"Rural",28
"QZV2974","Practice 1197","Q35","NHS Dorset ICB","South East",6627,197,2,"Urban",76
"JPI6455","Practice 1198","Q77","NHS Somerset ICB","South East",6818,246,2,"Urban",146
"JMI2326","Practice 1199","Q90","NHS Somerset ICB","East",11386,181,1,"Urban",55
"HVL6718","Practice 1200","Q43","NHS Devon ICB","South West",4205,429,2,"Urban",130
"YFZ2617","Practice 1201","Q94","NHS Devon ICB","South West",9858,153,1,"Urban",60
"WKJ1331","Practice 1202","Q43","NHS Cornwall ICB","South West",7761,298,1,"Urban",139
"MWW9636","Practice 1203","Q29","NHS Devon ICB","North East",11268,138,3,"Rural",36
"HCA4479","Practice 1204","Q97","NHS Somerset ICB","Midlands",12863,148,1,"Urban",56
"TPP9218","Practice 1205","Q77","NHS Somerset ICB","London",10102,267,3,"Urban",132
"EKZ5000","Practice 1206","Q92","NHS Dorset ICB","Midlands",7278,30,2,"Urban",
"QQK2199","Practice 1207","Q90","NHS Somerset ICB","South East",6603,78,4,"Urban",20
"YBS9907","Practice 1208","Q22","NHS Somerset ICB","North East",7901,289,4,"Urban",101
"YPF3290","Practice 1209","Q89","NHS Somerset ICB","North West",7729,269,3,"Urban",83
"IGZ1993","Practice 1210","Q20","NHS Dorset ICB","South East",5488,125,5,"Urban",
"HUC8602","Practice 1211","Q62","NHS Somerset ICB","East",13509,310,3,"Urban",114
"SJL1472","Practice 1212","Q62","NHS Devon ICB","North East",6431,217,3,"Rural",71
"MBJ4134","Practice 1213","Q68","NHS Dorset ICB","South East",8913,30,1,"Urban",10
"ASJ1482","Practice 1214","Q31","NHS Cornwall ICB","South West",5063,257,1,"Urban",74
"LFP1947","Practice 1215","Q69","NHS Dorset ICB","London",12781,111,4,"Rural",32
"AMH1571","Practice 1216","Q29","NHS Devon ICB","South East",1488,261,1,"Urban",61
"FHA2305","Practice 1217","Q20","NHS Devon ICB","London",8985,273,4,"Urban",54
"SPU1773","Practice 1218","Q89","NHS Cornwall ICB","South East",6294,221,5,"Urban",49
"MCA8275","Practice 1219","Q43","NHS Devon ICB","North West",11105,401,3,"Urban",165
"SVJ3258","Practice 1220","Q97","NHS Dorset ICB","East",11324,311,3,"Urban",
"EDN9995","Practice 1221","Q36","NHS Devon ICB","North East",5485,300,1,"Rural",137
"WBN6854","Practice 1222","Q31","NHS Devon ICB","North West",6064,49,1,"Urban",23
"VMM2877","Practice 1223","Q97","NHS Somerset ICB","South West",11642,172,3,"Rural",64
"MBR5962","Practice 1224","Q92","NHS Devon ICB","East",6206,147,3,"Urban",50
"NBG6924","Practice 1225","Q77","NHS Devon ICB","North West",5127,229,2,"Urban",134
"NQM9242","Practice 1226","Q97","NHS Devon ICB","Midlands",4296,156,3,"Urban",62
"VMZ6656","Practice 1227","Q36","NHS Somerset ICB","Midlands",10793,349,5,"Urban",129
"TMC7582","Practice 1228","Q97","NHS Dorset ICB","South West",6320,293,2,"Urban",79
"LIW7324","Practice 1229","Q20","NHS Devon ICB","London",500,139,5,"Urban",37
"TOW7942","Practice 1230","Q77","NHS Devon ICB","South East",5861,73,4,"Urban",34
"HEJ6082","Practice 1231","Q97","NHS Devon ICB","North East",10297,111,3,"Rural",53
"KSB6529","Practice 1232","Q22","NHS Devon ICB","South East",12524,198,1,"Urban",68
"NHP7439","Practice 1233","Q20","NHS Somerset ICB","Midlands",8048,183,2,"Urban",57
"BOC9315","Practice 1234","Q97","NHS Somerset ICB","Midlands",7721,154,5,"Rural",65
"NLE4413","Practice 1235","Q43","NHS Cornwall ICB","Midlands",6211,109,4,"Urban",42
"XQW1367","Practice 1236","Q68","NHS Somerset ICB","Midlands",10534,90,2,"Urban",40
"JGV2293","Practice 1237","Q66","NHS Devon ICB","Midlands",7444,68,2,"Urban",30
"BXO3074","Practice 1238","Q62","NHS Cornwall ICB","South East",11301,322,4,"Rural",58
"ULD5690","Practice 1239","Q97","NHS Devon ICB","South East",10202,41,2,"Rural",15
"JOH9539","Practice 1240","Q90","NHS Somerset ICB","East",9979,174,4,"Urban",71
"CBO4480","Practice 1241","Q62","NHS Devon ICB","South West",5496,104,4,"Urban",42
"XPD1078","Practice 1242","Q94","NHS Cornwall ICB","South East",4192,103,3,"Urban",37
"BEB9377","Practice 1243","Q68","NHS Somerset ICB","East",11511,365,1,"Urban",169
"JSJ1798","Practice 1244","Q36","NHS Somerset ICB","South East",5938,201,1,"Urban",92
"YFE6566","Practice 1245","Q31","NHS Devon ICB","East",6812,91,3,"Urban",25
"OVR6386","Practice 1246","Q68","NHS Cornwall ICB","South East",2588,198,4,"Urban",101
"SLF7394","Practice 1247","Q92","NHS Devon ICB","East",8491,283,2,"Rural",138
"LKJ4993","Practice 1248","Q56","NHS Cornwall ICB","East",7958,211,4,"Urban",81
"RDV3723","Practice 1249","Q50","NHS Cornwall ICB","North West",10467,30,1,"Rural",12
"VUT1070","Practice 1250","Q97","NHS Dorset ICB","North West",5753,243,4,"Rural",97
"RHK3117","Practice 1251","Q89","NHS Somerset ICB","South East",12900,284,4,"Urban",115
"KXD5054","Practice 1252","Q31","NHS Somerset ICB","North West",11721,292,1,"Urban",131
"IPF4288","Practice 1253","Q77","NHS Cornwall ICB","East",6092,181,2,"Rural",68
"HXF4113","Practice 1254","Q77","NHS Cornwall ICB","South East",12814,204,5,"Urban",76
"ICH2582","Practice 1255","Q89","NHS Dorset ICB","South West",14350,244,1,"Urban",99
"HFU2241","Practice 1256","Q50","NHS Devon ICB","North West",10376,226,2,"Rural",83
"CWZ6832","Practice 1257","Q66","NHS Somerset ICB","East",5570,75,3,"Urban",12
"HJT5122","Practice 1258","Q89","NHS Somerset ICB","North West",9868,217,1,"Urban",88
"JJN6732","Practice 1259","Q62","NHS Cornwall ICB","London",11567,116,2,"Rural",25
"JSM5107","Practice 1260","Q90","NHS Dorset ICB","London",12404,146,2,"Rural",42
"BRX8229","Practice 1261","Q66","NHS Devon ICB","South East",4618,379,2,"Rural",110
"KXM2191","Practice 1262","Q50","NHS Cornwall ICB","East",9450,211,3,"Urban",85
"UVQ7888","Practice 1263","Q92","NHS Dorset ICB","South West",9508,329,5,"Rural",113
"JFS5459","Practice 1264","Q89","NHS Somerset ICB","North East",6929,219,5,"Urban",54
"PNC1174","Practice 1265","Q20","NHS Dorset ICB","Midlands",7969,365,4,"Rural",88
"TYA3553","Practice 1266","Q92","NHS Somerset ICB","East",7365,271,2,"Urban",57
"BSG5437","Practice 1267","Q69","NHS Dorset ICB","East",5310,198,4,"Rural",68
"YVK9782","Practice 1268","Q89","NHS Devon ICB","North East",13651,61,3,"Urban",21
"JJV3961","Practice 1269","Q43","NHS Somerset ICB","South West",11062,235,4,"Urban",74
"VZF1893","Practice 1270","Q36","NHS Devon ICB","South East",7638,314,1,"Rural",164
"NHL7911","Practice 1271","Q22","NHS Somerset ICB","South East",3767,197,2,"Urban",83
"SHI8347","Practice 1272","Q56","NHS Dorset ICB","North West",657,226,1,"Urban",84
"DWJ7639","Practice 1273","Q90","NHS Dorset ICB","East",9414,361,2,"Urban",181
"PJO8371","Practice 1274","Q62","NHS Dorset ICB","South West",13205,313,2,"Urban",72
"OXE4466","Practice 1275","Q35","NHS Cornwall ICB","East",11052,63,4,"Urban",18
"WLJ1541","Practice 1276","Q69","NHS Dorset ICB","North East",14266,259,3,"Rural",81
"XXV9646","Practice 1277","Q35","NHS Somerset ICB","South East",3488,161,2,"Rural",63
"YVO2402","Practice 1278","Q22","NHS Somerset ICB","South West",7604,205,3,"Rural",46
"KAF5000","Practice 1279","Q92","NHS Cornwall ICB","South East",5149,253,5,"Rural",63
"SVG5671","Practice 1280","Q35","NHS Devon ICB","London",4457,429,1,"Urban",214
"JOM7916","Practice 1281","Q77","NHS Devon ICB","North East",12533,347,3,"Urban",105
"BTM2385","Practice 1282","Q68","NHS Devon ICB","London",11705,239,5,"Urban",96
"EOM2815","Practice 1283","Q69","NHS Devon ICB","South West",947,296,4,"Urban",101
"SFU3855","Practice 1284","Q22","NHS Devon ICB","Midlands",10632,159,4,"Urban",72
"WAH6569","Practice 1285","Q90","NHS Somerset ICB","North West",9004,178,3,"Urban",80
"KEQ6516","Practice 1286","Q83","NHS Somerset ICB","London",764,261,2,"Rural",48
"VXD5130","Practice 1287","Q69","NHS Cornwall ICB","Midlands",9218,274,3,"Urban",91
"RLX3093","Practice 1288","Q56","NHS Dorset ICB","North East",5974,262,5,"Urban",63
"TET7820","Practice 1289","Q90","NHS Dorset ICB","Midlands",11189,378,4,"Urban",138
"KDI1487","Practice 1290","Q36","NHS Somerset ICB","North West",11928,178,1,"Urban",80
"JEN7131","Practice 1291","Q29","NHS Somerset ICB","South West",11905,30,5,"Urban",12
"EUP6127","Practice 1292","Q35","NHS Dorset ICB","South East",10650,317,4,"Urban",104
"MJR3971","Practice 1293","Q22","NHS Dorset ICB","East",8534,231,4,"Urban",83
"UMR8900","Practice 1294","Q68","NHS Devon ICB","Midlands",4110,160,3,"Urban",64
"JOA2524","Practice 1295","Q68","NHS Devon ICB","South East",5823,321,5,"Urban",122
"QZJ2589","Practice 1296","Q69","NHS Devon ICB","South West",10323,457,2,"Rural",
"ZHW8685","Practice 1297","Q36","NHS Cornwall ICB","North East",11847,30,3,"Urban",12
"WEZ2767","Practice 1298","Q29","NHS Cornwall ICB","London",5320,30,3,"Rural",21
"COC2267","Practice 1299","Q69","NHS Dorset ICB","London",8393,268,5,"Urban",109
"NPG6225","Practice 1300","Q94","NHS Dorset ICB","London",7782,227,2,"Rural",61
"JEB7444","Practice 1301","Q68","NHS Cornwall ICB","Midlands",9031,287,3,"Rural",126
"XRK3404","Practice 1302","Q31","NHS Somerset ICB","South West",5179,143,4,"Rural",45
"BPC6524","Practice 1303","Q50","NHS Cornwall ICB","East",7808,430,1,"Urban",84
"VMD8942","Practice 1304","Q92","NHS Dorset ICB","London",5650,242,3,"Urban",60
"ZNV8420","Practice 1305","Q66","NHS Dorset ICB","East",10329,158,3,"Urban",66
"ESY2640","Practice 1306","Q29","NHS Somerset ICB","East",12106,242,3,"Urban",87
"XCW2240","Practice 1307","Q89","NHS Cornwall ICB","South West",5876,319,5,"Urban",107
"LOT6406","Practice 1308","Q83","NHS Somerset ICB","London",6689,112,1,"Urban",29
"OYG3829","Practice 1309","Q92","NHS Devon ICB","Midlands",14399,325,3,"Rural",95
"ZKN3789","Practice 1310","Q77","NHS Dorset ICB","South East",15834,390,3,"Rural",95
"FZG7723","Practice 1311","Q83","NHS Dorset ICB","South East",11276,167,1,"Urban",94
"AMB1384","Practice 1312","Q83","NHS Cornwall ICB","South East",10846,248,1,"Rural",112
"WEN7039","Practice 1313","Q90","NHS Devon ICB","East",11851,196,3,"Urban",78
"MMU2253","Practice 1314","Q89","NHS Devon ICB","Midlands",4044,165,1,"Urban",46
"IVZ5214","Practice 1315","Q97","NHS Dorset ICB","London",3761,159,1,"Urban",87
"NPO1147","Practice 1316","Q43","NHS Somerset ICB","South East",2881,156,4,"Rural",56
"LYM6032","Practice 1317","Q35","NHS Cornwall ICB","Midlands",10975,269,5,"Urban",106
